col1,col2,col3,col4
19210081607198,-99046115921935,-66941128738566,w
40067897948707,-64550315763254,-21287498958243,U
41202745231139,-19558357576639,74111722107472,W
22839560534461,-98512546059963,25066154683255,O
42588148100611,-99476284886215,-37987739683262,d
31192777976890,-50274334716510,-64124217338001,M
82984146698586,-49473054456563,52795926624719,a
63595396147255,-65582992996345,84888931390650,w
8969249527812,-64078538603547,-34730728096522,a
29344462279597,-73514587324826,-27485815625435,A
56217841098480,-92444419121083,-96694297678502,z
75436267916666,-51572795441912,39030684087448,R
16136275482430,-14098319194388,-59436689525931,y
30521765131849,-54854278988403,-14841484337530,C
4332501847133,-917884769741,75217538246645,l
49066315338402,-33915539928737,59491375421921,u
8604191253426,-65162807925441,-54714540120376,h
12946520286024,-9404166557393,38752325860129,e
35537035074175,-36121674395198,-75950573160887,T
9187896830736,-52063116124304,45891816298854,R
3434165041410,-22335999955817,-21199946043022,u
48411358574183,-77963376978455,-14296701194725,R
31395215815286,-17926667862539,-65669120454618,O
88287108263910,-22043656046588,-95990437612379,w
66167426616801,-57421212751675,96886864938548,q
38655110902342,-94068742192143,67852128750489,m
25493981992194,-40033699370337,-44820279157108,x
4486305361368,-45567541109603,-17234743836623,p
61464050682358,-3990119113006,94749012986631,w
24656345260950,-47957013893162,96476648399983,J
55970537309277,-70775479682758,24486026232757,n
68446410881320,-96147528960077,-94570431732998,A
76461479734567,-16140808182526,13238387126283,T
70277818307885,-37881300031743,65634719172647,k
10171410040193,-91048894013264,9089907884302,Q
80975639207670,-22003655685521,53921779795812,p
85750146392663,-39749709074388,85878792634557,q
50980933085211,-28650697405919,29247228528328,L
86554760430926,-68839679348704,83513947657173,I
37770780265949,-75737647660840,-74152014892387,A
83928959560632,-25688314040802,-42542939510443,Z
36676327675507,-20839875498155,-70111677820204,j
56201741157847,-15584845226221,42627753617395,u
4001911310345,-75936248991537,-15455918191918,F
77502356885622,-77764339917075,-17682593231001,f
27020226253087,-26639405161051,-36637839838204,e
28951732213454,-50450767490093,78043764375595,m
40113014457869,-84432310819904,-83979362796139,w
77246024954666,-26660240347530,-66647428451487,P
77159278942739,-8304576464977,-36063420859708,t
75601333657781,-69748028326242,-85287507154141,K
61821871521995,-58046010229878,-9837716548114,t
40858624706985,-52476802783674,-72913860569694,F
86545376087380,-72499036144385,-70096730092686,R
58831347305439,-35162030027310,-85685798435922,y
6122790937685,-86673448236826,81571858783044,T
72073405146769,-96645813927846,-25872667642459,J
90372944288119,-13012675274647,-43603436300006,r
54153148522925,-26834993110736,-9025892602166,c
35676838132002,-55586083339785,61470429639529,c
65999588989278,-63962943773245,-8181667992611,i
45022871046389,-13154669815382,-67956161456828,N
8745083468715,-48692900868060,89443823125773,O
56133705170035,-73266016751641,27645256480792,t
82841548573423,-75390838407054,-26419638273172,L
11539626094333,-60471199054356,95457747068512,C
23910020533971,-96293386284445,15442813709684,C
31943921032847,-33485102674565,57027170540887,o
22975458163212,-68797643158905,19330366711522,c
62116516767987,-44942215229793,21989109696198,u
76218088708997,-29836703871407,16339444306628,a
14793021338059,-3479002213281,-10803123175697,E
75876427198278,-26239512224063,99773639827210,A
58270730445861,-17816058563052,51607043417385,w
80893830475684,-13864021030139,-55392939971502,v
46278865513393,-41781315478705,79550573032896,l
43268729374496,-72544309170374,75353197596719,x
63197590658121,-54769568765699,-24149161989286,k
21682109755359,-66750165727145,49965315089016,v
2164573151720,-20209806284733,-42923172789235,n
82355202936172,-19364227173089,89914354836622,a
91828796821032,-94242212939608,-67686168278517,s
27345269050065,-1426915592165,89577228644661,T
26830874683752,-11251734774676,69318031184464,D
5640092738914,-69527509311212,97280160279535,R
57295773973208,-6597473854727,-67566851969094,Y
15192794236867,-57711249221814,94303239991861,h
9274798775365,-68404311687711,91266696258967,K
81799083485566,-44896309123351,-51133021932864,a
98366472607920,-7892362883246,-46564252747157,I
86268568336073,-50851988711919,-88944814293675,r
9663517869114,-70371717685859,24071956098870,a
86322499548256,-82459799316014,93828272454643,v
991790028434,-13911057259195,44539945924092,p
53067839233786,-33825778046008,84508998482805,O
72368605975157,-78109688941725,-31883812565279,j
20191778315540,-8276296223861,47620928226063,G
58711108154968,-47990921403497,93257286722301,m
19848712022563,-48341579049320,38961258285152,N
24157478562349,-70636218162139,-79428334356937,s
72576639688138,-10613035106395,-49572996135486,h
60672715163541,-5988367524482,12578515417199,K
1170430520470,-8132047017994,69498601314718,z
87229169431347,-21948444800291,4508873343417,b
64194155980444,-81504827870331,23029084607218,R
75473721551187,-44740963385414,5503465054247,Q
3263829042949,-41540773778807,-55305710704595,c
80690021600302,-2578227766577,58561925632055,K
89439124842892,-54321242840409,99157436052677,s
87885761811172,-7920009538175,-51663469201816,p
3864721374068,-64441746958529,-11464220118680,i
92728950473040,-66979997602616,88612809960783,i
13358386233204,-2456724801312,-16629730347624,E
23685684681895,-74748670788896,52763825166016,i
33581835543086,-67110648505457,-2982308914947,D
7757981201897,-54877442336076,-6079017135046,P
22446569865272,-79796216094636,38739546889315,p
82205169330901,-50327763957621,-2884461535871,Y
6837139520313,-98822816820444,77678952109825,T
25930299318662,-64194313870111,-93701866623781,l
62042221719418,-82332947895851,-58581879061277,U
16321173993258,-79515663574100,-28548720053678,t
51388195269974,-85220131593468,61043515426416,T
87956523440484,-28619942619043,-33331450140446,e
46505493437822,-47756128615266,-16712723390452,H
227630374252,-47375026886116,41260800273191,k
5119831830203,-35064597651709,-64157549567692,z
48619568699824,-23029867368960,-88158155959773,m
37063362829233,-86864647975320,3191379721561,H
74271032711516,-41082982047596,52795299409969,F
13155862279557,-14534832634540,44657325443973,C
68841012923033,-77413541415375,77736095001166,E
28055601835149,-42454933091533,13836521602614,t
32941435828488,-43842459047576,-17509307394296,j
51524294020438,-51226647329880,-98944040897872,h
51390028470335,-17917172901477,-18907681643213,w
84597132754397,-49458957255121,14722531801823,K
93891769858539,-41829196983458,-53551421011982,o
47682833607766,-73344149038768,-20677119732765,f
14183308275649,-32074324062129,46347194015171,L
17333063865096,-88209065657960,-12392313887467,u
28000173472139,-88660897061432,18282203919792,s
47573977279559,-69941736145063,97229027553659,v
61405804538438,-68923389575929,13117532072385,K
75181469567444,-63293910575414,37906497698418,Q
76769138926383,-51802845560466,89391692355908,a
28659206827201,-6696411676019,27956018531512,N
42453959659778,-74520905146169,46856278520809,Y
63296440399353,-68519813175931,-71427104276287,U
57541666150471,-26448438850471,-34926709747443,N
13891028525394,-96532527358121,28004247619681,z
83846115638958,-24649828335671,-60781153231986,P
95016715824775,-86216928030484,-10334554996975,C
5692570374096,-8494026334627,-30851774462761,A
60178957054722,-47983544674819,-41658683830325,k
24675009476990,-28848709628965,-85738403516393,D
53448523820360,-42987497041468,60953897258302,A
59248909334122,-50656963315505,46943415648249,n
71426377434392,-96679301165355,-69692985952704,y
27788218347756,-64544149558422,-12586937345385,f
74121853124021,-25078224058047,-58430988739482,s
72366993453533,-83935681762150,27863318075051,a
99562788333248,-51428331644237,42976368618751,s
21434051038969,-18543654274570,-48444440245518,v
38367571044388,-93407185166759,49066882232042,j
45641089804299,-50618241193532,52822136061864,R
18300057827401,-38766289830221,39219707924841,p
57004304566262,-90685141692339,-74472519001987,o
74564320651608,-5581379515003,4279268249449,f
82399005943612,-42367835070298,60165047180652,a
16846789776689,-53510068321368,68681728047452,J
79494293596714,-83968071671904,19881973552338,T
43292385821361,-54394607012398,-23198280575623,E
1118324547885,-13040503333247,85219787015121,N
63856270161195,-69505209344627,97518295876909,u
6594027031618,-56732182497354,83740300537663,M
75359062162983,-86557286316752,-3236181412251,q
92201018797418,-88437790207071,41007365832109,M
74383444086815,-9439119245045,-99965813261243,W
15020550322741,-68755492627773,-27962141198908,z
96904194929478,-81728208099200,95359860231124,v
42712231772041,-15699810431086,-88116513084731,f
19564980081395,-87643151921955,-16120789282593,A
77108757530401,-92149543346317,33154877927201,W
71138256016978,-21211410200202,29647613613287,a
56325847051225,-44017810097914,26553546095327,t
70330570245956,-21017978616233,-30125743862289,D
51372684007070,-70988690965850,-11878648791309,F
2706375494783,-78051020479793,13208983125836,H
5146832372723,-3496045582646,33234502115064,G
18880857362214,-47626404088363,-22084428944035,n
7706555974412,-79117777958355,66677684353417,U
50478796338132,-65575584618629,-57523187989759,z
67826653343257,-67950165300556,86924586124527,t
97126077904076,-14308490946396,81009291683822,G
46214570530949,-83159929513982,-40045607331811,d
69049440417581,-76969214844652,53395115757373,C
41786830940544,-27958239702983,92481344272474,m
16941852474145,-15851665727794,96423197632809,B
73331843408441,-14889291688547,79631370102103,a
68162601883876,-32612463101824,56217820542472,a
89592570112384,-81290978651488,64393380356101,f
15640184396522,-49538852408262,27186808019655,p
20817344489939,-2201214319639,3360097639911,N
75563744633366,-1961005611647,-30364132655776,t
12904531936885,-35039313487569,88570326366477,X
76492556020872,-68656873812515,6504407931727,d
89172020448103,-39146014497205,20310258105925,I
3386809389806,-9335658353751,-91275151686292,S
9117924855953,-51819883719444,-22274561271830,W
73439676767856,-44609037203506,61999259805737,n
70082187824787,-11626608379706,91334801129814,L
28066152344181,-66940063592246,42563943040693,a
43248992230446,-45898393416363,65694190316923,N
19703568828838,-73695981324582,-4427946770363,l
1616969250031,-96597241139989,31257350898320,V
23540587347330,-22572153189886,-36256130873343,I
77995567366118,-83673045679351,-4856191311853,j
3139609369567,-89940291237187,61666596319428,g
20763932300518,-4886238702217,-19143579823458,i
89702467252204,-12136201224903,40377903485113,w
10232352559608,-77559460981218,-41600553125362,O
23363060863570,-7086006072955,13032932268157,a
548676812468,-54920513653095,-35916518338464,c
24509259853361,-54305250529969,-34604566603778,t
741268556667,-45846645454810,98320291599940,B
62345256771828,-44763833394754,-37508662850576,e
27465126482485,-91228276041999,-54138061614759,c
15164842806740,-97759273957182,-19093976768826,H
53484989955666,-59612908093022,13054967224428,b
91384168532904,-60965398969329,-18225653106952,I
17087584248347,-14226664781788,-15735469257553,m
85004409015656,-95872361224706,-73077823816337,E
97743792345647,-66588310686076,-27958385691624,J
61432953704578,-77027586097166,52197836909940,P
94485042471289,-65247274729827,74164620651800,w
99611768988847,-79601974292545,84233218519280,N
15711501317932,-89412930056529,98423833718793,p
88830194847128,-78704336583744,-84367345774564,s
54043491715313,-41669026215257,91992161249992,H
29830622003354,-95830820425287,80448823323783,y
41212239163546,-89826458461060,74930710521107,D
38586293775533,-9208335285816,35740056972839,W
828476994060,-34307926660873,-81223196914140,h
69670407819632,-66965927956165,99529454088290,F
3421085920793,-13514123449996,-25891605630821,D
53385546076524,-56049586868969,95128472445516,p
3598222300092,-20830168691828,14243543916785,V
17222017763925,-63041467868075,-13184711851779,B
38445709810241,-34028650055282,28711030023960,n
11313387026039,-51626296073593,34902918728124,o
94769352253394,-78074460268139,-88122939849799,S
72258315546663,-7532775739026,-44519725999661,Q
16258640190708,-12350409021237,39788405294640,V
27345183621792,-98707543316790,35655093609761,v
37620692809682,-19760420508863,-5200207002183,y
49176698264701,-442784343071,52138421475093,l
37354974852597,-81184682364833,74149780185938,U
69821348085711,-13567085284826,38444003885143,o
72486655953091,-13676620298964,76781350448520,g
1202857228417,-89858587594072,-88781660475713,T
9340686431971,-8688790529199,78818588590429,n
85660549158778,-65740385960103,-54684567847496,f
76501567303722,-92189142791122,-36333345430581,u
9345103197272,-67403545424540,-11586239247400,x
37219567224763,-98896496062114,54552165956159,l
65651683099200,-97604746795653,38865325038585,f
60431347719540,-85430627287773,23015755325187,q
77054447730206,-60674336745786,-33783305843956,g
17813999719977,-41906136091458,-55808085205454,q
8373355902363,-49668462295355,-55864621882641,U
78783190643640,-68236913884219,-84991039239406,n
51962600914229,-7352631715394,10470884099020,Z
38413445023144,-5664875065173,70612036498888,X
10010506166773,-18975128659709,97443583882180,l
88827363554101,-75996528126927,54972316545526,z
9559089358219,-60155164253867,65243235685252,z
67296084804176,-36005672208465,23197984697293,a
27255853224933,-80133829122653,-56984166300915,Y
4835661573439,-27243523887106,-48321362158428,b
58010479093962,-90010707792690,38888092441980,t
63164040097774,-28622225757913,42775107017368,Q
39329919991933,-84416610105887,24510855659826,n
36837705415000,-94154099035007,-51378318918376,x
812998629679,-55692318935229,-47682100840517,V
68710752788182,-6303258442682,-92401691620341,G
77242272820434,-64089778209958,24254688960202,p
90854981486219,-58347193982969,-9225540101927,W
27447342997023,-2944321630947,67853838492280,R
201216642342,-62817120521846,49626164030142,l
33361293812338,-48801648774450,-63247460133993,B
4014489905608,-81401012383481,-63332242809889,V
81698611528242,-26254022570574,74995685351406,f
63719154953295,-82006311622831,10629885133811,J
79766361034100,-53711807889950,71723622009549,Y
78870963884783,-26677394232350,95067107227782,R
85954550339748,-38410617134145,-24312990643971,L
18149661414859,-69843916014818,45836308754401,n
31004424995629,-70056361180992,-99343344646355,H
56821262931994,-86746225942558,-38174767771199,F
18152875975589,-41979925441590,56429410059614,u
73229097755938,-13549515205004,74675202018855,I
91661520011118,-21422217266988,-27110405550668,I
84763661509043,-20137547639787,43729119466345,b
88070074031358,-60688758463319,-79636431128034,J
63721084167783,-80036418887756,-29109403087199,h
28937401950273,-50882143877033,63723200110208,f
57823560009821,-68060902039059,-26063023056488,l
78082091651134,-13242208719468,-74426075078766,y
10486895602250,-15229012692446,-40529954247043,q
70994620295676,-3958156342290,-58922377971026,c
85990589566728,-43250520321678,-16740490462130,X
53752024166678,-33656132054224,99578048753271,O
11979679255237,-99683345803450,-25193387210919,m
81756900909481,-49660623868910,15955299536151,S
63058514288654,-68442588187430,4378310741367,O
4113246933488,-91761421728714,16765549567547,p
50735195821411,-57121336550255,85664857058276,a
49467359302355,-1836189910618,-39921226349559,Y
46034245168142,-76242320984364,96597173428566,p
73392359911930,-4918700290921,88730918948972,N
31681246870183,-82998068483674,53674378468942,u
34171977246685,-83738755222068,31401790373152,s
76975832826313,-62824205395168,42804411560951,Y
9292122357971,-52431536146832,-49514857640185,U
40216555142929,-14984995167044,-37163282244773,Y
12668536447279,-44794728324629,55678934008160,A
53367644104236,-82150461658612,-15274348829983,N
26861450983154,-8414979855804,-85870348661248,M
77145940501071,-70756350261509,-13556856954986,V
20166228805406,-73385881641588,60699807912330,Q
62459716947389,-98972823175137,49078185784980,n
2530461136878,-79362885112423,-60344221154369,w
46848405425502,-83891714513111,-99303285234755,m
79251580690308,-52554121582413,34874875607261,q
7852901725111,-68927861633009,45071858722564,B
32220588989633,-96169685717743,-62258201227695,U
27635584178034,-49723688713063,-48704240622175,r
513955915773,-58354968035512,-23525925714337,A
89019527159189,-91471651363265,-22361787937679,A
13176860438992,-10484057967155,-66181580016736,a
58500803526421,-26882841337462,74377322120821,n
48862773832096,-34421655940155,-48201549489705,j
15269042665549,-59602648890375,37174479163495,i
36197916004698,-84906923074707,-68116917789587,n
21810687383832,-67802890266505,-26041008339691,i
34291159608869,-39825282202638,27999827379198,w
5674269480099,-11870614190716,94016192140695,x
32504955337914,-14030854716651,-20884201827689,T
71931479328204,-98414248696704,-7971411139026,G
86744940414539,-48450767739620,58649917470258,P
67621027660822,-2773567453228,-36892109031520,n
24472470199249,-85156611341025,-1784183780509,x
520720562003,-30834786220119,50993072584325,T
9037931035085,-2016882280697,-39699987685238,R
12511187281769,-25294685034157,41617050438316,d
46049928383481,-8917095012098,19355008198499,m
61318839908658,-42655072482892,38932446876366,K
65427628283281,-66952361975218,-1288646093182,L
28411579249656,-79467422148358,52492985890065,S
44705933987601,-28479234311864,-35189538169900,y
82158070510478,-94964609939003,65885876666781,B
45806900524596,-27088256691693,55667822702171,b
69735782157649,-21697895024267,94598530278572,a
58986429639390,-69986623366925,65519001428027,I
89974128714586,-92602388043279,7667555022223,m
27960752750508,-6620810584836,63087481858032,R
55837554253500,-61640144242010,11513814313925,C
28628798376006,-29334014314510,-14636313369447,n
74491563552168,-50211268095005,19740250580197,t
36603748095907,-82742133162513,17544233964305,k
63717613078603,-59934347711993,-90320887691872,M
35536366921079,-3090000902220,66813487130290,S
51269090916603,-90250369173446,51061274816608,o
30986980271623,-33759225412968,86334704337318,W
21050633493433,-24092338157252,49642690553151,c
79965205980091,-88288152856300,71345962343315,I
62627566996156,-17373496625662,-11473786082560,y
17072496028434,-15156087393578,-47554521073761,A
34087700702903,-60441623198845,80915664859783,o
79778164734427,-76208725869654,-19754386077715,y
88556069494689,-83260796282215,-94219068223416,U
38545668504590,-98541601555612,-92459239907002,B
69010920153135,-80227223826202,24555045818038,S
51435878950685,-53641989273277,72776331697446,n
92789639753034,-83311720985174,-59774452430847,K
52088034955708,-58299744948361,61135274241550,d
7799307593924,-14350105764410,91654407821883,t
50993933248144,-36922832599910,91056095598082,z
46120831338640,-22985575172289,77492409256316,S
50124262299006,-11024994735236,-19172578482303,O
91297818429201,-81292644012503,-3319433542012,h
72470174990454,-86288364866941,-2470955273432,d
18382805164541,-40405709221498,-76463449685488,N
73461809324440,-38976054237748,-79351838353375,k
2503262378544,-51703424948982,-55378049175541,i
36198276381091,-304534897412,-21267479923213,w
40801929125386,-70683995287428,91198672662126,a
11495839430226,-94262518020985,-75666467714796,y
62185403476324,-74366540205240,13010638169002,Z
67550668352856,-30593616772141,-41675717573244,x
66528193117953,-27396292516608,61611566614768,Q
24748856390409,-78819737554260,8170282387502,R
20370109527200,-90773666085172,93288464403604,u
27166452770754,-61258966412509,22220181836074,f
18370138313929,-89336464214704,19627943261191,q
21030231196466,-18102888789050,95960382582960,z
20666998191666,-60772434890849,-83290089180153,N
25683449370455,-82948665948007,-23262860288227,b
86803746838639,-93821042145825,-80339326328086,T
4284536508864,-46114595336690,-45149297246432,z
42979338696713,-98064040196765,80626862925970,V
92790908445600,-41204265090902,30660110547852,e
73735037227345,-8691997724999,-71945106336512,U
90142835050059,-4149359351705,-89600273104504,V
24070715746786,-65851588742597,-39385417229924,u
86395023969760,-80905916761711,-62179275092959,S
48083168595029,-86795532930903,-23413335543240,a
91742109207605,-29280649406167,32860851668506,T
42175616156870,-49254681054273,-43225184885903,X
55712679359634,-37148634903144,88172503375431,k
3455206667667,-86525509172412,24983827149472,X
29665297100102,-7453878967798,37226286779580,h
63998888548243,-41361088133276,54579474453701,X
65739355371657,-93810096664860,53985901789454,D
41017263461772,-46405851808177,-80765506792393,K
19408444366474,-85929794934412,-8263879599261,S
45224771420500,-88285166342765,-16506066877708,N
70659174742703,-68742960262514,-4758068035465,h
13374078181427,-10925295831813,92948486830606,j
61039900662785,-80043795286367,-16456095503756,N
19546918054615,-20951302709026,-62986598229656,t
5807702557381,-21205711996862,-70873436746746,d
38490902237443,-51777427946231,46231476837172,V
6563532746870,-15526233768049,-47044126907484,B
73383196423224,-25492585092054,65353778157507,I
39915670029498,-90717833538188,-2201904973104,W
27609047906194,-33851554037358,94383335814461,d
34273764950265,-63929321561524,-15315003896445,R
26066703852452,-89182146102934,97783255738951,F
9777141330551,-79588460025025,55382030949273,x
39482362320728,-53667887427538,-92314544677309,m
28900626264604,-73007262238579,-57579926525151,a
69211505620932,-91732386494378,-16164770856426,T
44836611370662,-99787358999498,-12018694784872,b
46748050554480,-93067512404909,3730090827486,g
46473808873720,-63359495321964,-14483967746837,x
42743129750270,-12134581865302,88402532729464,L
29517397625612,-6458366325780,95500129744777,E
26480887669054,-27571494050173,96230240412066,s
3219211404830,-38726197963050,66289519616603,S
24489572203058,-26261582241418,-15363914861504,y
1610869966404,-66944542578487,33266776165628,y
66592924043826,-72371706044718,35269963282894,t
78531444064755,-79532606869398,-54178956953923,W
93753351220721,-97289683517592,-99316425553114,G
19620106530377,-81708359551564,13804655272365,G
77594984237442,-99959678648911,59317777693892,I
25940094105527,-86798976756571,-24230292123761,m
46832719231996,-74999694058825,-61854080094202,c
24970154603032,-67870789734953,-6592495409175,t
10134293531826,-65405013433941,75843645789904,X
96589839792811,-73572329119691,90208210557293,E
32683640397877,-39315361699167,-39252538490797,d
44103271168792,-5882290108473,-58985340533660,w
29571524157210,-85902724449516,-90466048861257,d
65897351278626,-47119367303428,30612764278372,k
23683644397426,-43387391294563,-40670636593406,M
83437549010526,-13183158569373,99357819137440,o
65419080003144,-48145464504249,-92923911017345,k
59094877557369,-6146025917216,79166958218066,l
60299537816472,-86890097809507,63006069051491,b
47513104399601,-86357414500504,-59379496605478,p
93750381774054,-88012219242573,16100128456686,A
32342009286720,-89257112933572,79469100856285,T
60170172914428,-98464451045664,-35969398734731,r
4204526127903,-95173652134167,-15221592295814,D
1189540487577,-85187979441384,35565751358206,V
41410342211335,-85468897400159,-73377734665313,J
9783628602357,-10461658436996,-19010314429050,I
99488916034250,-86452067740190,30180439630198,G
87386869137017,-5807926420948,-80978667676144,Z
84443021089123,-53059545485298,-95190117759937,h
56860453922599,-26748198309049,-68567474944175,r
68721851203681,-60873671423161,-38396795003997,R
93193229495699,-25767794608310,43906344231744,l
6733364287571,-70290599769994,98186169249122,v
41057469264043,-6630450569032,61816445731450,A
26562752621181,-95554281905295,-50540729054725,p
87569405344579,-94225469714346,89567482498737,C
52773178213202,-9047287479253,-42609175974936,l
8160139839254,-89390779945754,-45068012952880,N
78610013610179,-31158070037024,32805130197363,U
2794505462434,-4610416816284,57979128497569,F
14348940530391,-74736832401148,-45458822244710,e
42937828675455,-95039480860601,66261730598583,K
11227349262405,-5585578183017,88611634571750,K
77999458360689,-82508835213440,69105250171174,L
23846599694643,-15093009005417,70737026134055,f
27224283252877,-6720304010151,-42944939271445,r
31334357119107,-63148841562277,1052886507508,y
84807993694104,-44323281428295,-79280245537746,M
75742671178909,-74426595435365,88556094578410,h
67820149197186,-75451021277241,41824825593996,s
96336231983315,-22123695342392,79735020806675,Q
68038940277671,-77343500306206,1443836183315,N
87628945067194,-18555696603969,-1536659372043,k
80990581857387,-16915933714147,-61343374830140,G
67992588701982,-23050968741182,41820564638607,k
25516712150029,-35345528361184,86763331115271,a
27030559518130,-59828442367748,78194551456931,B
6722048001202,-16630368858929,-8563663587358,G
19465676246863,-43764887114904,-754559115093,x
42155287671006,-17415664004427,-89141097256821,C
39313583551943,-1673006217255,-56611737412200,A
98283999255870,-65002091114960,33001458624960,u
14298920799055,-77663820242438,-93352697897626,o
30223954243937,-60836261784419,5582090719660,e
34071553722359,-87044207297268,47143181077343,D
65278744694473,-19196310786379,93488264040937,T
10771434702361,-67500695439714,73858140616693,i
10811856012156,-5464533776759,-47189332341910,C
33340533322215,-68987933134337,42105628680472,o
22586058164625,-77978704844900,12533897438377,z
49544051058953,-56308697105985,71616380225579,Y
13925595365710,-85940084258538,35270292584046,g
70981322726481,-50789028788042,-96887843912402,p
67082672406082,-13178683006783,-5656227523918,K
1961564866067,-19069843545629,-40127152636726,W
99345013187215,-26664498177754,54498453950914,r
29930148353876,-16791512281405,33834973590168,j
73301112295411,-30271134676253,64574463913076,y
32539209710869,-80585261102818,25081314046024,F
6949387144564,-90031674983178,-7779981133250,v
79069024710997,-25780855269854,78334492955967,U
98614748482913,-55654719964922,-91565070376285,d
10551332550858,-34201212963597,46443070270067,n
93138180213371,-89324875167710,6754120528981,m
79974182427744,-29002175642916,-12566092712039,B
9787614897253,-23608019774747,-61318955098674,z
51166737401622,-37666789704296,55134923135986,l
95103730898247,-73329249969669,-59256629322113,O
17061314113384,-61291595799094,-71141111831364,q
47535533693609,-54863258735650,-94309837400371,T
31096989728969,-33111082599423,22261382959320,I
63814174985280,-59446642357815,-57079955545160,G
57942833468114,-36576675049329,-40263781727322,f
50049056134191,-61123008836894,21412657019345,W
92884782316084,-94659001169514,-72578948967272,A
4288910357552,-85055449588215,41363831646893,r
17074206742911,-94155514043171,-33259186730871,g
77293333904587,-48066614406882,-95328958758789,F
40680752123159,-78444400086517,13273425328561,x
42497828317644,-10826145877508,-56152324805137,U
33999509815914,-78535486466874,7547596982479,c
23471184356141,-85247771881,64367113744304,l
94352686601227,-63452522902369,2735955721715,X
3790201755613,-77611931186437,-39948329964063,J
43477603357719,-65038629814941,78932940539350,Y
8456697302144,-24848620562604,73108973601786,S
33575818419015,-745784507692,-22026065950357,R
22875619593679,-42218926460643,38444335816529,s
70496370980746,-41745982464171,89851690675695,i
66382994000308,-71055486186268,38044693886797,T
81042808057731,-799652153808,-51399167987654,H
24732343557952,-67406346844163,-88175289934296,d
90173202268399,-2454336197898,-99585392397448,C
94494611551148,-548910751285,-19412324108925,k
60682760907204,-61766994250039,-13892116778952,n
92479749171808,-63767192830338,-841433461827,h
28377193975416,-91362257438359,-93315668342965,v
41913006726555,-95136505200880,-32637687322629,w
9338197489297,-28065834077260,-45643126808031,W
81982445046682,-65773427177548,-29532428638099,W
30919631163633,-42504974999310,17519893932206,I
31635701180688,-31434136291527,-81893831651388,k
76236574383231,-9906809208753,54182551794006,m
50020439472178,-58341462337846,13010005348952,x
57550409856663,-41185352848187,-59961927391480,f
72693860551003,-70393844051638,-1719979621150,P
57260640819405,-38719929864105,88136625145090,b
62949350567243,-80548474826498,-45504534303253,i
38129850374910,-55567147098031,-73255342981986,N
11142223748244,-8001575701016,-77331372125023,K
24947578846413,-97145506936423,-3919338098130,Z
63937752901711,-20954368315790,40508371912640,j
54612241205675,-95216232041043,2357059746917,M
32627061189156,-70476957146816,66332825769490,q
29478829501852,-91939226003953,3723323876421,p
88817169571934,-12547362871684,15000093191174,z
30675728602692,-71100998973457,67672946125553,R
19260573842235,-65038483769029,94407600798743,K
9765037098280,-95363732931929,77490438911481,e
2571078577104,-48113537055805,-19145480742063,f
77064367139645,-58766410426613,71868483328492,F
83197159894195,-31060753669827,-90737009650134,G
21725810514806,-28587431833145,77243607086921,D
9484683161384,-57370885150718,7102670099537,J
40964777671642,-71806679130953,44431606569771,J
73210213800597,-44263410977230,59640055446983,G
34888527958202,-70683855331840,-85999401563352,l
89655294957381,-28138891531665,24871512369328,n
13235466114865,-67945795171465,29298248433721,f
91433427911045,-3030378074926,45867672615321,w
39308234508370,-44998618718648,-39436796367374,d
14102201106535,-36708251777304,34065769519488,m
90751737663731,-29234437728344,29617438426730,L
89550974826207,-54171298024223,-1931607658157,y
93904541169903,-29117288970375,-57386752328641,y
6965935016612,-93555493972879,5071781282408,G
46840455509030,-2262972340914,46874748338573,G
56741466049643,-16667710574187,-2440790909763,I
36647164336054,-20426538266432,-4331582632841,N
51397899592438,-65958434180953,-58533299090342,R
32119058177785,-2511650022992,-17122392993702,U
23806279546650,-3981608545323,98416941800834,M
64653406139206,-74022232181600,-94903598176428,B
79032866266382,-15420645663666,68409507382400,e
76458762106010,-40708474051391,20118344708560,c
72088861419727,-40760692274300,-31958352356401,y
76168947705794,-67011663121859,-70946396798182,e
78724083460451,-52086384242169,-39375115366384,k
10537047538315,-37355625593986,-11686734341215,W
49478647587245,-24836519444180,-84714599689659,f
46551782553060,-35122290875506,-79963607722577,h
34199115032622,-72719632177981,-91619020542871,h
30072718394342,-66127908557845,40375865107204,j
79878980081466,-26896679296607,-75694503824678,o
26472575822720,-33302466178319,-26875898799258,G
29912098544158,-50710566508879,60803765488519,A
47545114413175,-28868499391011,-99139794941741,A
62349486050377,-92204872953324,67827766032119,d
58542950894828,-31631450101995,-64307931870395,t
60564090002196,-43812288797981,26346263111080,r
37072132968885,-3805496439217,-7020531162562,o
718398485268,-74418769798608,35468463168117,c
79978340294758,-4000659017218,-87804929988261,V
30480916842577,-64026341017004,-17498041132751,w
56152297635389,-33082329287451,49557695627764,e
84217444556713,-55107998020152,-54189204540882,h
3758001278759,-27143695954603,-75831501850320,Y
56753807191944,-7791745447725,-3341361671301,C
87824904322201,-25182687740207,-71605438371126,t
22621379414709,-25591105293288,-94320843558860,m
84682884222595,-55536039815838,-14154241860488,q
34041439996840,-61991032662525,1057979696261,M
82267632036846,-88586464733812,-35066415008923,P
2795348248655,-2240245627064,79593947962123,F
97034693609316,-36508667412670,56521601017316,o
10123981606236,-14571571877788,61189681585486,e
16860132044416,-18951901797315,19338058121377,L
